ArgDom.lean:353	theorem peel_aux	theorem peel_aux (d w z : ℕ) : ∀ (n : ℕ) (X Q A2 : TrioSeq) (a : ℕ), X.length ≤ n → sle X (Q ++ (a, w, z) :: shiftr01 d 0 (X ++ A2)) → ∃ m, sle X (Q ++ copies d 0 ((a, w, z) :: shiftr01 d 0 Q) m)	**The peel** (uniform case): a self-referential bound unfolds into the copy tower.
ArgDom.lean:414	theorem getD_append_right'	theorem getD_append_right' (A B : TrioSeq) (i : ℕ) : (A ++ B).getD (A.length + i) (0, 0, 0) = B.getD i (0, 0, 0)	
ArgDom.lean:424	theorem spineOK_of_le1	theorem spineOK_of_le1 {G R : TrioSeq} {v0 w1 w2 : ℕ} {lp : ℕ × ℕ × ℕ} (hle1 : le1 ((G ++ ((v0, w1, w2) :: R)) ++ [lp]) G.length (G ++ ((v0, w1, w2) :: R)).length) : SpineOK R lp.1 w1	**The spine condition from a row-1 ancestry to the dropped column.** Right-visible columns of `R` are row-0 ancestors of the dropped column (window pivot), hence chain nodes of the `le1`-ancestry; the path lemma bounds their row 1 strictly above the root.
ArgDom.lean:502	theorem spineOK_strict_of_le1	theorem spineOK_strict_of_le1 {G R : TrioSeq} {v0 w1 w2 : ℕ} {lp : ℕ × ℕ × ℕ} (hle1 : le1 ((G ++ ((v0, w1, w2) :: R)) ++ [lp]) G.length (G ++ ((v0, w1, w2) :: R)).length) : SpineOK R lp.1 (w1 + 1)	The strict spine bound (same chain-window derivation, kept strict).
ArgDom.lean:581	def AscArgDom1	def AscArgDom1 : Prop	Argument domination for the `i1 = 1` boundary continuation.
ArgDom.lean:591	theorem ascArgDom1_of_core	theorem ascArgDom1_of_core (H : ArgDomCore) : AscArgDom1	
ArgDom.lean:680	theorem copies_succ_back	theorem copies_succ_back (d0 d1 : ℕ) (blk : TrioSeq) (n : ℕ) : copies d0 d1 blk (n + 1) = copies d0 d1 blk n ++ shiftr01 (n * d0) (n * d1) blk	
ArgDom.lean:686	theorem shiftr01_length	theorem shiftr01_length (d0 d1 : ℕ) (X : TrioSeq) : (shiftr01 d0 d1 X).length = X.length	
ArgDom.lean:691	theorem mem_shiftr01_le	theorem mem_shiftr01_le {d : ℕ} (e : ℕ) {X : TrioSeq} (h : ∀ x ∈ X, d ≤ x.1) : ∀ x ∈ shiftr01 e 0 X, d + e ≤ x.1	
ArgDom.lean:700	theorem asc_crux1	theorem asc_crux1 (H : AscArgDom1) {G R S : TrioSeq} {v0 w1 w2 d0 : ℕ} (hM : ST_TS ((G ++ ((v0, w1, w2) :: R)) ++ [(v0 + d0, w1 + 1, 0)])) (hN : ST_TS ((G ++ ((v0, w1, w2) :: R)) ++ (v0 + d0, w1, w2) :: S)) (hRgt : ∀ x ∈ R, v0 < x.1) (hd : 0 < d0) (hle1 : le1 ((G ++ ((v0, w1, w2) :: R)) ++ [(v0 + d0	**The first ascending branch closes with one extra copy.**
ArgDom.lean:794	theorem trioAsc_srow1	theorem trioAsc_srow1 (Hc : ArgDomCore) {M N : TrioSeq} {q : ℕ × ℕ × ℕ} {S : TrioSeq} (hM : ST_TS M) (hN : ST_TS N) (L1 : 1 < M.length) (hz : ¬ (entry M 0 (M.length - 1) = 0 ∧ entry M 1 (M.length - 1) = 0 ∧ entry M 2 (M.length - 1) = 0)) (hsr1 : srow M (M.length - 1) = 1) (hNeq : N = M.dropLast ++ q	The `srow = 1` half of the ascending crux, from the core.
ArgDom.lean:1060	theorem shiftr01_comp	theorem shiftr01_comp (e e' : ℕ) (X : TrioSeq) : shiftr01 e 0 (shiftr01 e' 0 X) = shiftr01 (e + e') 0 X	
ArgDom.lean:1069	theorem mem_hshift	theorem mem_hshift {w1 e f : ℕ} : ∀ {A : TrioSeq} {x : ℕ × ℕ × ℕ}, x ∈ hshift w1 e f A → ∃ y ∈ A, x.1 = y.1 + e	
ArgDom.lean:1098	theorem hshift_headI	theorem hshift_headI (w1 e f : ℕ) (p : ℕ × ℕ × ℕ) (rest : TrioSeq) : ((hshift w1 e f (p :: rest)).headI).1 = p.1 + e	
ArgDom.lean:1103	theorem hshift_ne_nil	theorem hshift_ne_nil (w1 e f : ℕ) (p : ℕ × ℕ × ℕ) (rest : TrioSeq) : hshift w1 e f (p :: rest) ≠ []	
ArgDom.lean:1109	theorem hshift_split	theorem hshift_split (w1 e' f' v : ℕ) (T D : TrioSeq) (hT : ∀ x ∈ T, v < x.1) (hD : D = [] ∨ (D.headI).1 ≤ v) : (hshift w1 e' f' T ++ hshift w1 e' f' D).takeWhile (fun q => v + e' < q.1) = hshift w1 e' f' T ∧ (hshift w1 e' f' T ++ hshift w1 e' f' D).dropWhile (fun q => v + e' < q.1) = hshift w1 e' f	The image split of a level-separated pair of forests.
ArgDom.lean:1156	theorem shiftr01_split	theorem shiftr01_split (e' v : ℕ) (T D : TrioSeq) (hT : ∀ x ∈ T, v < x.1) (hD : D = [] ∨ (D.headI).1 ≤ v) (w1 f' : ℕ) : (shiftr01 e' 0 T ++ hshift w1 e' f' D).takeWhile (fun q => v + e' < q.1) = shiftr01 e' 0 T ∧ (shiftr01 e' 0 T ++ hshift w1 e' f' D).dropWhile (fun q => v + e' < q.1) = hshift w1 e'	The analogous split for a uniformly shifted blocked forest.
ArgDom.lean:1204	theorem hshift_comp	theorem hshift_comp (w1 e f e' f' : ℕ) : ∀ A : TrioSeq, hshift w1 e f (hshift w1 e' f' A) = hshift w1 (e + e') (f + f') A	**Composition of heartwood shifts** (same threshold).
Cgraft.lean:38	def HighPar	def HighPar (A : TrioSeq) (v : ℕ) : Prop	根を除く各列は、行 1 で `v` を超えるなら行 1 の親をもつ。同値に、`A` の 根以外の行 1 孤児はすべて行 1 で `v` 以下。
Cgraft.lean:43	theorem highPar_of_shallow	theorem highPar_of_shallow {A : TrioSeq} (hA0 : entry A 0 0 = 0) (hAs : ∀ l, 0 < l → l < A.length → 0 < entry A 0 l) : HighPar A (entry A 1 0)	根が狭義に最浅なブロック（単一木）では、根より行 1 で高い列は必ず行 1 の 親をもつ。
Cgraft.lean:54	theorem highPar_Lift1	theorem highPar_Lift1 {A : TrioSeq} {v d : ℕ} (h : HighPar A v) : HighPar (Lift1 A d) v	`HighPar` はリフトで保たれる: 錐の中の列は親をもち、錐の外の列は行 1 の値が 変わらない。
Cgraft.lean:73	theorem entry_graft_low	theorem entry_graft_low {y i : ℕ} (hi : i < E.length - 1) : entry (graft E A) y i = entry E y i	
Cgraft.lean:78	theorem entry1_graft_high	theorem entry1_graft_high (E A : TrioSeq) (k : ℕ) : entry (graft E A) 1 (E.length - 1 + k) = entry A 1 k	
Cgraft.lean:83	theorem entry2_graft_high	theorem entry2_graft_high (E A : TrioSeq) (k : ℕ) : entry (graft E A) 2 (E.length - 1 + k) = entry A 2 k	
Cgraft.lean:88	theorem entry0_graft_high	theorem entry0_graft_high {k : ℕ} (hk : k < A.length) : entry (graft E A) 0 (E.length - 1 + k) = entry A 0 k + entry E 0 (E.length - 1)	
Cgraft.lean:94	theorem nextrel1_graft_high	theorem nextrel1_graft_high (E A : TrioSeq) (a b : ℕ) : nextrel1 (graft E A) (E.length - 1 + a) (E.length - 1 + b) ↔ nextrel1 A a b	
Cgraft.lean:99	theorem le0_graft_high	theorem le0_graft_high (E A : TrioSeq) (a b : ℕ) : le0 (graft E A) (E.length - 1 + a) (E.length - 1 + b) ↔ le0 A a b	
Cgraft.lean:104	theorem le1_graft_high	theorem le1_graft_high (E A : TrioSeq) (a b : ℕ) : le1 (graft E A) (E.length - 1 + a) (E.length - 1 + b) ↔ le1 A a b	
Cgraft.lean:109	theorem le1_graft_low	theorem le1_graft_low {i : ℕ} (hi : i < E.length - 1) : le1 (graft E A) 0 i ↔ le1 E 0 i	
Cgraft.lean:118	theorem shallow_graft	theorem shallow_graft (hEs : ∀ l, 0 < l → l < E.length → 0 < entry E 0 l) (hE2 : 2 ≤ E.length) : ∀ l, 0 < l → l < (graft E A).length → 0 < entry (graft E A) 0 l	接ぎ木ブロックでも根は狭義に最浅。
Cgraft.lean:138	theorem cone_graft_high	theorem cone_graft_high {E A : TrioSeq} (hE2 : 2 ≤ E.length) (hA0 : entry A 0 0 = 0) (hAs : ∀ l, 0 < l → l < A.length → 0 < entry A 0 l) (hlow : HighPar A (entry E 1 0)) {j : ℕ} (hj : j < A.length) : le1 (graft E A) 0 (E.length - 1 + j) ↔ (le1 (graft E A) 0 (E.length - 1) ∧ le1 A 0 j)	**接ぎ木の錐輸送**: `A` の根以外の行 1 孤児が `E` の根より高くないなら、 複合ブロックの錐は引数の上で「接ぎ木点が錐に入るなら `A` 自身の錐、 入らないなら空」になる。
Cgraft.lean:209	theorem lift_graft_of_entries	theorem lift_graft_of_entries {E A B : TrioSeq} {d : ℕ} (hE2 : 2 ≤ E.length) (hBlen : B.length = A.length) (hB0 : ∀ k, entry B 0 k = entry A 0 k) (hB2 : ∀ k, entry B 2 k = entry A 2 k) (hB1 : ∀ k, k < A.length → entry B 1 k = entry A 1 k + (if le1 (graft E A) 0 (E.length - 1 + k) then d else 0)) : L	**組み立て補題**: 引数側の置換ブロック `B` が「行 0・行 2 はそのまま、行 1 は 複合ブロックの錐の上でだけ `d` 上がる」なら、複合ブロックのリフトは `graft (Lift1 E d) B` に等しい。
Cgraft.lean:266	theorem lift_graft_cone	theorem lift_graft_cone {E A : TrioSeq} (hE2 : 2 ≤ E.length) (hA0 : entry A 0 0 = 0) (hAs : ∀ l, 0 < l → l < A.length → 0 < entry A 0 l) (hlow : HighPar A (entry E 1 0)) (d : ℕ) : Lift1 (graft E A) d = graft (Lift1 E d)	**接ぎ木リフト計算則（単一木版）**: 単一木 `A`（根以外の行 1 孤児が `E` の根の 行 1 値以下）を接ぎ木したブロックをリフトすると、リフトは文脈側にだけ効き、 引数側には「接ぎ木点が錐に入るときにかぎり」引数自身のリフトとして効く。
Cgraft.lean:301	def coneV	def coneV (A : TrioSeq) (v j : ℕ) : Prop	行 0 の祖先（自身を含む）がすべて行 1 で `v` を超える列。
Cgraft.lean:306	def SiteHigh	def SiteHigh (E : TrioSeq) : Prop	接ぎ木点の**手前の**行 0 祖先がすべて根より行 1 で高い。接ぎ木点そのものは 引数の根の行 1 値を担うので除く。
Cgraft.lean:321	theorem mlift_getD	theorem mlift_getD {A : TrioSeq} {v d i : ℕ} (hi : i < A.length) : (mlift A v d).getD i (0, 0, 0) = ((entry A 0 i, entry A 1 i + (if coneV A v i then d else 0), entry A 2 i) : ℕ × ℕ × ℕ)	
Cgraft.lean:331	theorem entry0_mlift	theorem entry0_mlift (A : TrioSeq) (v d i : ℕ) : entry (mlift A v d) 0 i = entry A 0 i	
Cgraft.lean:338	theorem entry2_mlift	theorem entry2_mlift (A : TrioSeq) (v d i : ℕ) : entry (mlift A v d) 2 i = entry A 2 i	
Cgraft.lean:346	theorem entry1_mlift	theorem entry1_mlift {A : TrioSeq} {v d i : ℕ} (hi : i < A.length) : entry (mlift A v d) 1 i = entry A 1 i + (if coneV A v i then d else 0)	
Cgraft.lean:353	theorem entry0_graft_le	theorem entry0_graft_le {E A : TrioSeq} (hA0 : entry A 0 0 = 0) (hA : 0 < A.length) {i : ℕ} (hi : i ≤ E.length - 1) : entry (graft E A) 0 i = entry E 0 i	環境しきい値 `v` のマスクリフト。 noncomputable def mlift (A : TrioSeq) (v d : ℕ) : TrioSeq := (List.range A.length).map fun j => ((entry A 0 j, entry A 1 j + (if coneV A v j then d else 0), entry A 2 j) : ℕ × ℕ × ℕ) @[simp] theorem mlift_length (A : TrioSeq) (v d : ℕ) : (mlift A v d).length = A.length := by simp [mlift] open Classical in theorem mlift_getD {A : TrioSeq} {v d i : ℕ} (hi : i < A.length) : (mlift
Cgraft.lean:364	theorem nextrel0_graft_le	theorem nextrel0_graft_le {E A : TrioSeq} (hA0 : entry A 0 0 = 0) (hA : 0 < A.length) (hE2 : 2 ≤ E.length) {a b : ℕ} (hb : b ≤ E.length - 1) : nextrel0 (graft E A) a b ↔ nextrel0 E a b	
Cgraft.lean:388	theorem rtg0_graft_le	theorem rtg0_graft_le {E A : TrioSeq} (hA0 : entry A 0 0 = 0) (hA : 0 < A.length) (hE2 : 2 ≤ E.length) {y b : ℕ} (hb : b ≤ E.length - 1) : Relation.ReflTransGen (nextrel0 (graft E A)) y b ↔ Relation.ReflTransGen (nextrel0 E) y b	
Cgraft.lean:406	theorem rtg0_graft_embed	theorem rtg0_graft_embed {E A : TrioSeq} {a b : ℕ} (h : Relation.ReflTransGen (nextrel0 A) a b) : Relation.ReflTransGen (nextrel0 (graft E A)) (E.length - 1 + a) (E.length - 1 + b)	
Cgraft.lean:414	theorem exists_root_anc	theorem exists_root_anc {A : TrioSeq} (hA0 : entry A 0 0 = 0) {j : ℕ} (hj : j < A.length) : ∃ o, o < A.length ∧ entry A 0 o = 0 ∧ Relation.ReflTransGen (nextrel0 A) o j	行 0 の孤児（深さ 0 の列）は必ずどの列の祖先鎖の末端にある。
Cgraft.lean:431	theorem nextrel0_graft_site	theorem nextrel0_graft_site {E A : TrioSeq} (hA0 : entry A 0 0 = 0) (hE2 : 2 ≤ E.length) {w o : ℕ} (ho : o < A.length) (hoz : entry A 0 o = 0) (hw : w < E.length - 1) : nextrel0 (graft E A) w (E.length - 1 + o) ↔ nextrel0 (graft E A) w (E.length - 1)	接ぎ木点への行 0 の一歩は、引数の任意の深さ 0 の列への一歩と同値。
Cgraft.lean:463	theorem rtg0_graft_split	theorem rtg0_graft_split {E A : TrioSeq} (hA0 : entry A 0 0 = 0) (hE2 : 2 ≤ E.length) {j : ℕ} (hj : j < A.length) {y : ℕ} (h : Relation.ReflTransGen (nextrel0 (graft E A)) y (E.length - 1 + j)) : (∃ y', y = E.length - 1 + y' ∧ y' < A.length ∧ Relation.ReflTransGen (nextrel0 A) y' j) ∨ (y < E.length 	複合ブロックでの行 0 祖先鎖の分解: 引数の中の祖先か、接ぎ木点より手前の （＝接ぎ木点の）祖先か。
Cgraft.lean:514	theorem rtg0_graft_join	theorem rtg0_graft_join {E A : TrioSeq} (hA0 : entry A 0 0 = 0) (hE2 : 2 ≤ E.length) {j y : ℕ} (hj : j < A.length) (hy : y < E.length - 1) (h : Relation.ReflTransGen (nextrel0 (graft E A)) y (E.length - 1)) : Relation.ReflTransGen (nextrel0 (graft E A)) y (E.length - 1 + j)	逆向き: 接ぎ木点の（手前の）祖先は、引数のどの列の祖先でもある。
Cgraft.lean:532	theorem cone_graft_mask	theorem cone_graft_mask {E A : TrioSeq} (hE0 : entry E 0 0 = 0) (hEs : ∀ l, 0 < l → l < E.length → 0 < entry E 0 l) (hE2 : 2 ≤ E.length) (hA0 : entry A 0 0 = 0) {j : ℕ} (hj : j < A.length) : le1 (graft E A) 0 (E.length - 1 + j) ↔ (SiteHigh E ∧ coneV A (entry E 1 0) j)	**一般の錐輸送**: 複合ブロックの錐は引数の上で「接ぎ木点の手前がすべて高い （`SiteHigh`）ならば環境マスク `coneV`、そうでなければ空」。
Cgraft.lean:571	theorem lift_graft_mask	theorem lift_graft_mask {E A : TrioSeq} (hE0 : entry E 0 0 = 0) (hEs : ∀ l, 0 < l → l < E.length → 0 < entry E 0 l) (hE2 : 2 ≤ E.length) (hA0 : entry A 0 0 = 0) (d : ℕ) : Lift1 (graft E A) d = graft (Lift1 E d) (if SiteHigh E then mlift A (entry E 1 0) d else A)	**一般のリフト計算則**: 引数が森でも構わない。リフトは文脈側に効き、引数側 には環境しきい値 `entry E 1 0` のマスクリフトとして効く（接ぎ木点の手前が 高くないなら引数はまったく動かない）。
Cgraft.lean:602	def SiteV	def SiteV (M : TrioSeq) (v : ℕ) : Prop	接ぎ木点の手前の行 0 祖先がすべて `v` より上（マスク版の窓条件）。
Cgraft.lean:606	theorem coneV_graft_low	theorem coneV_graft_low {M A : TrioSeq} {v i : ℕ} (hA0 : entry A 0 0 = 0) (hA : 0 < A.length) (hM2 : 2 ≤ M.length) (hi : i < M.length - 1) : coneV (graft M A) v i ↔ coneV M v i	
Cgraft.lean:619	theorem coneV_graft_high	theorem coneV_graft_high {M A : TrioSeq} {v k : ℕ} (hA0 : entry A 0 0 = 0) (hM2 : 2 ≤ M.length) (hk : k < A.length) : coneV (graft M A) v (M.length - 1 + k) ↔ (SiteV M v ∧ coneV A v k)	
